brazil 81.06896551724137931034 81.08333333333333333333
spain 83.60606060606060606060 84.16666666666666666666
italy 82.78125000000000000000 82.12500000000000000000
france 79.55000000000000000000 79.46666666666666666666
germany 82.22222222222222222222 80.25000000000000000000
argentina 82.36363636363636363636 80.60000000000000000000
england 75.66666666666666666666 74.44444444444444444444
holland 78.42857142857142857142 71.57142857142857142857
portugal 80.22222222222222222222 79.20000000000000000000
belgium 78.96153846153846153846 79.45454545454545454545
russia 75.81818181818181818181 75.70000000000000000000
colombia 78.35714285714285714285 74.37500000000000000000
uruguay 77.62500000000000000000 77.40000000000000000000
serbia 74.00000000000000000000 77.52941176470588235294
chile 77.04761904761904761904 74.54545454545454545454
switzerland 73.43750000000000000000 71.41666666666666666666
ivorycoast 75.96428571428571428571 71.77777777777777777777
cameroon 73.50000000000000000000 75.69565217391304347826
poland 71.31250000000000000000 71.80000000000000000000
mexico 73.10000000000000000000 73.64285714285714285714
croatia 72.36000000000000000000 72.10000000000000000000
morocco 72.20000000000000000000 69.87500000000000000000
nigeria 71.19230769230769230769 69.66666666666666666666
irelandrepublic 70.40909090909090909090 71.72727272727272727272
sweden 70.28000000000000000000 72.50000000000000000000
austria 67.40000000000000000000 72.84615384615384615384
turkey 75.35000000000000000000 73.22222222222222222222
czechrepublic 71.76470588235294117647 72.11111111111111111111
unitedstates 71.88235294117647058823 68.83333333333333333333
senegal 72.65000000000000000000 72.94736842105263157894
denmark 71.42105263157894736842 72.52941176470588235294
greece 72.10526315789473684210 72.36363636363636363636
bosniaherzegovina 70.00000000000000000000 67.94444444444444444444
ghana 72.36363636363636363636 71.46153846153846153846
wales 70.83333333333333333333 67.21428571428571428571
slovakia 73.72222222222222222222 69.29411764705882352941
norway 71.37500000000000000000 71.73333333333333333333
peru 70.45454545454545454545 71.66666666666666666666
burkinafaso 72.09090909090909090909 71.66666666666666666666
scotland 69.25925925925925925925 68.44444444444444444444
ecuador 72.09090909090909090909 69.75000000000000000000
japan 70.00000000000000000000 69.64285714285714285714
slovenia 69.04545454545454545454 68.46153846153846153846
algeria 69.63157894736842105263 67.57142857142857142857
korearepublic 68.00000000000000000000 65.90000000000000000000
montenegro 74.66666666666666666666 66.80000000000000000000
southafrica 67.42307692307692307692 67.28571428571428571428
paraguay 71.42857142857142857142 72.00000000000000000000
bulgaria 71.45454545454545454545 67.60000000000000000000
mali 66.83333333333333333333 67.42105263157894736842
hungary 69.00000000000000000000 67.70000000000000000000
drcongo 69.00000000000000000000 65.84615384615384615384
venezuela 68.81818181818181818181 73.28571428571428571428
congo 64.83333333333333333333 73.00000000000000000000
iceland 68.09523809523809523809 63.14285714285714285714
tunisia 66.00000000000000000000 69.33333333333333333333
ukraine 71.00000000000000000000 79.00000000000000000000
northernireland 64.20833333333333333333 67.27272727272727272727
gabon 67.66666666666666666666 68.60000000000000000000
costarica 70.50000000000000000000 64.00000000000000000000
armenia failed
honduras 66.87500000000000000000 72.00000000000000000000
romania 69.00000000000000000000 72.50000000000000000000
israel 70.78947368421052631578 64.87500000000000000000
finland 69.33333333333333333333 68.58823529411764705882
australia 63.75000000000000000000 64.66666666666666666666
benin 78.00000000000000000000 67.00000000000000000000
togo 66.42857142857142857142 66.50000000000000000000
guinea 65.55555555555555555555 68.33333333333333333333
saudiarabia 65.13636363636363636363 64.40000000000000000000
canada 63.88888888888888888888 66.13333333333333333333
trinidadandtobago 65.50000000000000000000 65.00000000000000000000
capeverdeislands 70.00000000000000000000 67.00000000000000000000
oman 73.00000000000000000000 62.50000000000000000000
angola 66.80000000000000000000 73.00000000000000000000
bolivia failed
iran failed
georgia 65.83333333333333333333 72.00000000000000000000
lithuania 65.25000000000000000000 66.80000000000000000000
belarus 68.80000000000000000000 63.33333333333333333333
fyrmacedonia 69.00000000000000000000 67.66666666666666666666
albania 66.54545454545454545454 73.50000000000000000000
guatemala failed
centralafricanrep 58.00000000000000000000 58.00000000000000000000
tanzania failed
liberia failed
montserrat failed
uzbekistan 69.00000000000000000000 67.00000000000000000000
koreadpr failed
qatar failed
cuba 61.00000000000000000000 62.00000000000000000000
suriname failed
burundi 62.00000000000000000000 66.00000000000000000000
luxembourg failed
kenya 72.00000000000000000000 66.25000000000000000000
bahrain failed
jamaica 65.73684210526315789473 64.69230769230769230769
iraq failed
jordan failed
mauritania failed
sudan failed
solomonislands failed
bermuda failed
india failed
lebanon failed
palestine failed
curacao 64.00000000000000000000 65.00000000000000000000
mauritius failed
liechtenstein 64.00000000000000000000 63.50000000000000000000
cyprus failed
guyana failed
newzealand 64.00000000000000000000 65.16666666666666666666
newcaledonia failed
haiti 66.00000000000000000000 64.66666666666666666666
kazakhstan failed
estonia 63.60000000000000000000 65.00000000000000000000
panama 70.00000000000000000000 66.50000000000000000000
comoros 62.00000000000000000000 67.50000000000000000000
elsalvador 62.00000000000000000000 59.00000000000000000000
puertorico failed
chinapr failed
libya 66.00000000000000000000 74.00000000000000000000
malta 63.00000000000000000000 63.50000000000000000000
latvia 71.00000000000000000000 71.00000000000000000000
syria 66.25000000000000000000 61.00000000000000000000
egypt 68.66666666666666666666 64.00000000000000000000
namibia 61.00000000000000000000 58.00000000000000000000
antiguaandbarbuda 69.00000000000000000000 63.50000000000000000000
zimbabwe 62.57142857142857142857 61.42857142857142857142
moldova failed
stkittsnevis failed
grenada 69.00000000000000000000 62.33333333333333333333
philippines 63.00000000000000000000 63.00000000000000000000
zambia failed
