barbados 62.00000000000000000000 70.00000000000000000000
gambia 66.00000000000000000000 60.66666666666666666666
guineabissau 67.33333333333333333333 67.00000000000000000000
equatorialguinea failed
uganda failed
sierraleone 65.50000000000000000000 66.50000000000000000000
rwanda failed
faroeislands failed
chinesetaipei failed
indonesia failed
seychelles failed
sanmarino failed
mozambique failed
niger failed
azerbaijan failed
